step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
763,169222,1526,0.029661945812312907,1.0,1.0,,,,,,,,,
764,169416,1528,0.0282113987414823,1.0,1.0,,,,,,,,,
765,169578,1530,0.03140865781535831,0.5,0.8333333333333334,,,,,,,,,
766,169820,1532,0.029102050103135223,1.0,1.0,,,,,,,,,
767,169934,1534,0.02603942035923735,1.0,1.0,,,,,,,,,
768,170160,1536,0.02862049514022504,1.0,1.0,,,,,,,,,
769,170402,1538,0.03550777770705008,0.0,0.6,0.0335061368269038,0.5,0.8333333333333334,,,,,,
770,170532,1540,0.03301702138860037,0.5,0.75,,,,,,,,,
771,170822,1542,0.019554412754514486,1.0,1.0,,,,,,,,,
772,170936,1544,0.024845885194220697,1.0,1.0,,,,,,,,,
773,171146,1546,0.025544654391852214,0.5,0.8,,,,,,,,,
774,171340,1548,0.024856638263000646,1.0,1.0,,,,,,,,,
775,171598,1550,0.02914262943442097,0.5,0.75,,,,,,,,,
776,171728,1552,0.026684254367513063,1.0,1.0,,,,,,,,,
777,171954,1554,0.027768421613772278,0.5,0.8333333333333334,0.025581723387917917,1.0,1.0,,,,,,
778,172084,1556,0.031575608416770824,0.5,0.8,,,,,,,,,
779,172326,1558,0.019049128613385313,0.5,0.8333333333333334,,,,,,,,,
780,172456,1560,0.029979663268358367,1.0,1.0,,,,,,,,,
781,172682,1562,0.02467389203047804,0.5,0.8333333333333334,,,,,,,,,
782,172940,1564,0.0183367163058675,1.0,1.0,,,,,,,,,
783,173118,1566,0.036043986772593926,0.5,0.8333333333333334,,,,,,,,,
784,173312,1568,0.022991834856977107,1.0,1.0,,,,,,,,,
785,173522,1570,0.0206404037312247,1.0,1.0,0.025279758740029624,0.5,0.8333333333333334,,,,,,
786,173764,1572,0.01900588348961325,1.0,1.0,,,,,,,,,
787,173910,1574,0.0316988403485152,0.5,0.8,,,,,,,,,
788,174136,1576,0.020235395572760485,1.0,1.0,,,,,,,,,
789,174362,1578,0.025276143902290514,1.0,1.0,,,,,,,,,
790,174572,1580,0.027511073573640396,0.0,0.6,,,,,,,,,
791,174814,1582,0.025888012127332785,1.0,1.0,,,,,,,,,
792,175056,1584,0.020170026133657756,0.5,0.8,,,,,,,,,
793,175538,1586,0.018632826327731437,0.5,0.8333333333333334,0.027091494754052342,1.0,1.0,,,,,,
794,175876,1588,0.02582664886451604,1.0,1.0,,,,,,,,,
795,176166,1590,0.023108088476924426,1.0,1.0,,,,,,,,,
796,176360,1592,0.024051997259062624,0.5,0.8333333333333334,,,,,,,,,
797,176586,1594,0.022415321108492047,1.0,1.0,,,,,,,,,
798,176828,1596,0.032173695985650744,0.5,0.8333333333333334,,,,,,,,,
799,177086,1598,0.022181861971936886,1.0,1.0,,,,,,,,,
800,177216,1600,0.02728778652629018,0.5,0.8,,,,,,,,,
801,177378,1602,0.025592239491497935,1.0,1.0,0.03212418115872392,0.5,0.8,,,,,,
802,177972,1604,0.018803351947232066,1.0,1.0,,,,,,,,,
803,178182,1606,0.026532114514261945,1.0,1.0,,,,,,,,,
804,178392,1608,0.02380170169270077,1.0,1.0,,,,,,,,,
805,178602,1610,0.028814631027048735,0.5,0.8,,,,,,,,,
806,178844,1612,0.026669218055248016,0.5,0.8,,,,,,,,,
807,179054,1614,0.03240558542798821,0.0,0.6666666666666666,,,,,,,,,
808,179344,1616,0.022055302668772026,1.0,1.0,,,,,,,,,
809,179538,1618,0.03301220132854155,1.0,1.0,0.03067489995316805,1.0,1.0,,,,,,
810,179780,1620,0.02475965280089853,1.0,1.0,,,,,,,,,
811,180022,1622,0.02082220268599394,0.5,0.75,,,,,,,,,
812,180280,1624,0.020313282352916958,1.0,1.0,,,,,,,,,
813,180410,1626,0.016672881418387533,1.0,1.0,,,,,,,,,
814,180620,1628,0.022411421438711946,1.0,1.0,,,,,,,,,
815,180846,1630,0.02751378975429199,0.5,0.75,,,,,,,,,
816,180960,1632,0.036155975375167085,0.5,0.8,,,,,,,,,
817,181170,1634,0.013857369308856365,1.0,1.0,0.018717970374549964,0.5,0.8,,,,,,
818,181316,1636,0.028656497930392613,1.0,1.0,,,,,,,,,
819,181430,1638,0.04761664362961158,0.5,0.75,,,,,,,,,
820,181688,1640,0.02772007656854022,1.0,1.0,,,,,,,,,
821,181930,1642,0.021223599963467978,1.0,1.0,,,,,,,,,
822,182172,1644,0.02808206892399206,0.5,0.8333333333333334,,,,,,,,,
823,182398,1646,0.014162909770787208,1.0,1.0,,,,,,,,,
824,182656,1648,0.02079637250733093,1.0,1.0,,,,,,,,,
825,182914,1650,0.02601706088950223,0.5,0.75,0.03133726796823524,0.5,0.75,,,,,,
826,183172,1652,0.027459985636599245,1.0,1.0,,,,,,,,,
827,183430,1654,0.02311588534603345,1.0,1.0,,,,,,,,,
828,183640,1656,0.02232071493957917,1.0,1.0,,,,,,,,,
829,183866,1658,0.02468353352129968,1.0,1.0,,,,,,,,,
830,184108,1660,0.024374318461900506,1.0,1.0,,,,,,,,,
831,184350,1662,0.025511249358055925,0.5,0.8,,,,,,,,,
832,184496,1664,0.027766038567005786,0.5,0.8,,,,,,,,,
833,184722,1666,0.029753563817497157,0.5,0.8333333333333334,0.0312544822963056,0.5,0.8,,,,,,
834,184948,1668,0.023351228691878174,1.0,1.0,,,,,,,,,
835,185078,1670,0.025787964165548943,1.0,1.0,,,,,,,,,
836,185304,1672,0.02585210370593196,0.5,0.8,,,,,,,,,
837,185546,1674,0.030319770004531166,1.0,1.0,,,,,,,,,
838,185772,1676,0.019522879472204,1.0,1.0,,,,,,,,,
839,185998,1678,0.030427429138058935,0.5,0.8,,,,,,,,,
840,186128,1680,0.023096921054457768,1.0,1.0,,,,,,,,,
841,186370,1682,0.018401031894758488,1.0,1.0,0.029706747257157533,0.5,0.8,,,,,,
842,186516,1684,0.026089843595355613,1.0,1.0,,,,,,,,,
843,186790,1686,0.016977733868017274,1.0,1.0,,,,,,,,,
844,186984,1688,0.023296987823116524,1.0,1.0,,,,,,,,,
845,187098,1690,0.03604681015406559,0.5,0.8,,,,,,,,,
846,187308,1692,0.027911822142358204,1.0,1.0,,,,,,,,,
847,187438,1694,0.019924187700515857,1.0,1.0,,,,,,,,,
848,187728,1696,0.03166772315741115,0.0,0.6,,,,,,,,,
849,187970,1698,0.027230693105284594,1.0,1.0,0.02476291027978217,1.0,1.0,,,,,,
850,188180,1700,0.024767924924147977,0.5,0.8,,,,,,,,,
851,188294,1702,0.037744296488509854,0.5,0.8333333333333334,,,,,,,,,
852,188552,1704,0.029604855650113962,0.5,0.8,,,,,,,,,
853,188714,1706,0.03269831950105368,0.5,0.8333333333333334,,,,,,,,,
854,189036,1708,0.016231900198790755,1.0,1.0,,,,,,,,,
855,189214,1710,0.02120823846260402,1.0,1.0,,,,,,,,,
856,189312,1712,0.046246046360183764,0.5,0.8333333333333334,,,,,,,,,
857,189586,1714,0.02829089251069303,1.0,1.0,0.022269047538382106,0.5,0.8333333333333334,,,,,,
858,189828,1716,0.018643635809654977,1.0,1.0,,,,,,,,,
859,189974,1718,0.021298696972795725,1.0,1.0,,,,,,,,,
860,190200,1720,0.022957601660163748,1.0,1.0,,,,,,,,,
861,190314,1722,0.021600804567614696,1.0,1.0,,,,,,,,,
862,190524,1724,0.02724331093883323,1.0,1.0,,,,,,,,,
863,190654,1726,0.03169614493261918,0.5,0.8333333333333334,,,,,,,,,
864,190864,1728,0.021355380142284473,1.0,1.0,,,,,,,,,
865,191090,1730,0.03274538183697197,0.0,0.5,0.02931565410638508,0.5,0.8,,,,,,
866,191540,1732,0.01627415567714089,1.0,1.0,,,,,,,,,
867,191766,1734,0.02087317297387309,1.0,1.0,,,,,,,,,
868,191960,1736,0.015736131566674014,1.0,1.0,,,,,,,,,
869,192202,1738,0.024164778621385722,0.5,0.8,,,,,,,,,
870,192476,1740,0.016528966160481103,1.0,1.0,,,,,,,,,
871,192670,1742,0.018451970086089394,1.0,1.0,,,,,,,,,
872,192864,1744,0.022899899059465084,1.0,1.0,,,,,,,,,
873,193074,1746,0.03214179087709996,0.0,0.5,0.03170770253496903,0.0,0.6,,,,,,
874,193316,1748,0.021722843796573972,0.5,0.75,,,,,,,,,
875,193558,1750,0.020587527157151272,1.0,1.0,,,,,,,,,
876,193800,1752,0.02699102009684127,1.0,1.0,,,,,,,,,
877,193994,1754,0.02245452296426644,0.5,0.8,,,,,,,,,
878,194124,1756,0.02788848055120724,0.5,0.8,,,,,,,,,
879,194366,1758,0.02399391667919675,0.5,0.75,,,,,,,,,
880,194496,1760,0.03845212073028534,0.5,0.75,,,,,,,,,
881,194722,1762,0.036386794026465004,0.5,0.8333333333333334,0.023908437071884725,1.0,1.0,,,,,,
882,194836,1764,0.04824428950848122,0.5,0.8,,,,,,,,,
883,194966,1766,0.029767911006480286,0.5,0.8,,,,,,,,,
884,195080,1768,0.03080371026403392,1.0,1.0,,,,,,,,,
885,195338,1770,0.020300557018107526,0.5,0.8333333333333334,,,,,,,,,
886,195436,1772,0.04529700759778469,0.5,0.8,,,,,,,,,
887,195582,1774,0.02726341576840595,1.0,1.0,,,,,,,,,
888,195856,1776,0.03437867450280478,0.5,0.8,,,,,,,,,
889,196098,1778,0.021959673041326976,1.0,1.0,0.02373687536221512,1.0,1.0,,,,,,
890,196388,1780,0.023327702496918745,0.5,0.8,,,,,,,,,
891,196630,1782,0.019904822594874076,1.0,1.0,,,,,,,,,
892,196872,1784,0.02453186655136536,0.5,0.8333333333333334,,,,,,,,,
893,197098,1786,0.025324102577346987,1.0,1.0,,,,,,,,,
894,197324,1788,0.027932524734405155,0.5,0.8,,,,,,,,,
895,197534,1790,0.029814963572751436,0.5,0.75,,,,,,,,,
896,197680,1792,0.02262590805459695,1.0,1.0,,,,,,,,,
897,197890,1794,0.025706538190038028,0.5,0.8,0.025744038017047177,1.0,1.0,,,,,,
898,198036,1796,0.02237867223960393,1.0,1.0,,,,,,,,,
899,198310,1798,0.02830803326354699,1.0,1.0,,,,,,,,,
900,198440,1800,0.025401923246317893,1.0,1.0,,,,,,,,,
901,198682,1802,0.02306330802213991,1.0,1.0,,,,,,,,,
902,198908,1804,0.02232106653360794,0.5,0.8,,,,,,,,,
903,199134,1806,0.026120892835751062,0.5,0.8333333333333334,,,,,,,,,
904,199328,1808,0.023222551122905583,1.0,1.0,,,,,,,,,
905,199458,1810,0.027745504303306915,1.0,1.0,0.019346537638819047,1.0,1.0,,,,,,
906,199684,1812,0.017498771920059296,1.0,1.0,,,,,,,,,
907,199894,1814,0.023062524340470573,1.0,1.0,,,,,,,,,
908,200136,1816,0.020738121183836784,1.0,1.0,,,,,,,,,
909,200394,1818,0.026865402382008765,1.0,1.0,,,,,,,,,
910,200620,1820,0.025875957832243852,1.0,1.0,,,,,,,,,
911,200942,1822,0.017200703136653943,0.5,0.8,,,,,,,,,
912,201216,1824,0.026802749393411346,1.0,1.0,,,,,,,,,
913,201442,1826,0.01780864979304933,1.0,1.0,0.020213748173456527,0.5,0.8333333333333334,,,,,,
914,201556,1828,0.02999269407623371,1.0,1.0,,,,,,,,,
915,201814,1830,0.017395786794231895,1.0,1.0,,,,,,,,,
916,202040,1832,0.026801845003673663,1.0,1.0,,,,,,,,,
917,202250,1834,0.027872480117799883,0.5,0.8,,,,,,,,,
918,202460,1836,0.0208241134390262,1.0,1.0,,,,,,,,,
919,202654,1838,0.029009752903231174,0.5,0.8,,,,,,,,,
920,202784,1840,0.03596931002214092,0.0,0.6666666666666666,,,,,,,,,
921,203042,1842,0.016712704076654317,1.0,1.0,0.026373244945992733,1.0,1.0,,,,,,
922,203252,1844,0.02287061745497506,1.0,1.0,,,,,,,,,
923,203478,1846,0.02310636286052841,1.0,1.0,,,,,,,,,
924,203576,1848,0.017463181359468838,1.0,1.0,,,,,,,,,
925,203818,1850,0.029809462858085677,1.0,1.0,,,,,,,,,
926,204060,1852,0.032578874605939744,0.5,0.8,,,,,,,,,
927,204318,1854,0.021498979735376907,0.5,0.8,,,,,,,,,
928,204560,1856,0.017441641776741408,1.0,1.0,,,,,,,,,
929,204802,1858,0.03199830001255078,0.5,0.8,0.01704792714929454,1.0,1.0,,,,,,
930,204932,1860,0.03087255973070512,0.5,0.8333333333333334,,,,,,,,,
931,205158,1862,0.02965605749421408,0.5,0.8,,,,,,,,,
932,205288,1864,0.04339670176418849,0.5,0.8,,,,,,,,,
933,205514,1866,0.025318888351125512,0.0,0.5,,,,,,,,,
934,205724,1868,0.018896429883991983,1.0,1.0,,,,,,,,,
935,205966,1870,0.025129559956474243,1.0,1.0,,,,,,,,,
936,206224,1872,0.01929944247352552,1.0,1.0,,,,,,,,,
937,206466,1874,0.027638211357019223,0.0,0.6,0.022191175760617105,1.0,1.0,,,,,,
938,206692,1876,0.030800609216430214,0.5,0.8,,,,,,,,,
939,206950,1878,0.023638777875994776,1.0,1.0,,,,,,,,,
940,207064,1880,0.027024275466188623,1.0,1.0,,,,,,,,,
941,207290,1882,0.022710760158139137,0.5,0.8,,,,,,,,,
942,207516,1884,0.01408329294590398,1.0,1.0,,,,,,,,,
943,207742,1886,0.020223639693870643,1.0,1.0,,,,,,,,,
944,207968,1888,0.027349683885441727,0.5,0.75,,,,,,,,,
945,208098,1890,0.02348143989646587,1.0,1.0,0.0443496721137821,0.0,0.6,,,,,,
946,208276,1892,0.02818299316888938,1.0,1.0,,,,,,,,,
947,208518,1894,0.020776463878093336,1.0,1.0,,,,,,,,,
948,208760,1896,0.01915527128308531,1.0,1.0,,,,,,,,,
949,208970,1898,0.014479396390756323,1.0,1.0,,,,,,,,,
950,209212,1900,0.023132807089532432,0.5,0.75,,,,,,,,,
951,209454,1902,0.021773195251877042,0.5,0.8,,,,,,,,,
952,209680,1904,0.02261324317458324,1.0,1.0,,,,,,,,,
953,209906,1906,0.028348595906864244,1.0,1.0,0.023948309925973185,1.0,1.0,,,,,,
954,210132,1908,0.032880453500389914,0.5,0.8,,,,,,,,,
955,210262,1910,0.02690001735658143,0.5,0.8333333333333334,,,,,,,,,
956,210504,1912,0.021125167622087396,1.0,1.0,,,,,,,,,
957,210730,1914,0.02837311796524253,1.0,1.0,,,,,,,,,
958,210972,1916,0.02062069457063975,1.0,1.0,,,,,,,,,
959,211198,1918,0.029221682438334097,1.0,1.0,,,,,,,,,
960,211312,1920,0.04729276590182897,0.5,0.8333333333333334,,,,,,,,,
961,211570,1922,0.02452064192892792,0.5,0.8,0.02475286926732042,0.5,0.8,,,,,,
962,211796,1924,0.026081147620371736,1.0,1.0,,,,,,,,,
963,212070,1926,0.025545462290286945,0.5,0.8333333333333334,,,,,,,,,
964,212200,1928,0.026684682482741664,1.0,1.0,,,,,,,,,
965,212458,1930,0.02425531809633483,0.5,0.8,,,,,,,,,
966,212700,1932,0.017958465498014598,1.0,1.0,,,,,,,,,
967,212926,1934,0.017950892009583056,1.0,1.0,,,,,,,,,
968,213168,1936,0.024462708915033247,1.0,1.0,,,,,,,,,
969,213362,1938,0.018517204591935107,1.0,1.0,0.0350147945675954,0.5,0.8333333333333334,,,,,,
970,213572,1940,0.024857011758154454,0.5,0.8,,,,,,,,,
971,213814,1942,0.021034628150499578,1.0,1.0,,,,,,,,,
972,214072,1944,0.02713680116550677,1.0,1.0,,,,,,,,,
973,214218,1946,0.02957615807536841,0.5,0.8,,,,,,,,,
974,214348,1948,0.02545389645354703,1.0,1.0,,,,,,,,,
975,214574,1950,0.03506396374514647,0.5,0.75,,,,,,,,,
976,214800,1952,0.017856614160058532,1.0,1.0,,,,,,,,,
977,215026,1954,0.01966465016184527,1.0,1.0,0.03737495878833727,0.5,0.8,,,,,,
978,215268,1956,0.025117247043593735,1.0,1.0,,,,,,,,,
979,215510,1958,0.03021099600847841,0.5,0.8333333333333334,,,,,,,,,
980,215752,1960,0.026823831315272103,0.0,0.5,,,,,,,,,
981,216010,1962,0.02351668517877968,1.0,1.0,,,,,,,,,
982,216140,1964,0.026480089901272093,1.0,1.0,,,,,,,,,
983,216414,1966,0.020407924820187072,1.0,1.0,,,,,,,,,
984,216656,1968,0.022210367528724722,1.0,1.0,,,,,,,,,
985,216802,1970,0.02103750315810758,1.0,1.0,0.021664782121704324,1.0,1.0,,,,,,
986,217076,1972,0.02364050529654204,1.0,1.0,,,,,,,,,
987,217334,1974,0.027619841281356798,1.0,1.0,,,,,,,,,
988,217560,1976,0.026699656604582254,1.0,1.0,,,,,,,,,
989,217770,1978,0.024099655327223413,1.0,1.0,,,,,,,,,
990,217996,1980,0.02711209001759309,0.5,0.8,,,,,,,,,
991,218126,1982,0.01842347460616963,1.0,1.0,,,,,,,,,
992,218400,1984,0.03125793520969851,0.0,0.5,,,,,,,,,
993,218514,1986,0.0220612849362273,1.0,1.0,0.019022409308601863,0.5,0.8333333333333334,,,,,,
994,218740,1988,0.020440587059933284,1.0,1.0,,,,,,,,,
995,218854,1990,0.023818795995502053,1.0,1.0,,,,,,,,,
996,219000,1992,0.03335799889653219,0.5,0.8,,,,,,,,,
997,219226,1994,0.030135968385579023,0.5,0.8,,,,,,,,,
998,219452,1996,0.026364057177439695,1.0,1.0,,,,,,,,,
999,219566,1998,0.028838010399166964,1.0,1.0,,,,,,,,,
1000,219792,2000,0.021363237787775557,1.0,1.0,,,,,,,,,
1001,220050,2002,0.026590009483878706,1.0,1.0,0.03606107424927387,0.5,0.8,,,,,,
1002,220276,2004,0.019360256209213604,1.0,1.0,,,,,,,,,
1003,220518,2006,0.022021013630084782,1.0,1.0,,,,,,,,,
1004,220744,2008,0.02424471198971901,0.5,0.8,,,,,,,,,
1005,220922,2010,0.0241879475586922,1.0,1.0,,,,,,,,,
1006,221180,2012,0.01812536322798337,1.0,1.0,,,,,,,,,
1007,221422,2014,0.025229984096257187,0.5,0.8333333333333334,,,,,,,,,
1008,221632,2016,0.023340692920071255,0.5,0.8333333333333334,,,,,,,,,
1009,221762,2018,0.023280090103904173,1.0,1.0,0.03391285808518626,0.5,0.8,,,,,,
1010,221972,2020,0.019425530440171666,1.0,1.0,,,,,,,,,
1011,222118,2022,0.025762259814340372,1.0,1.0,,,,,,,,,
1012,222376,2024,0.024559989870349738,0.5,0.8,,,,,,,,,
1013,222506,2026,0.02199266710470454,1.0,1.0,,,,,,,,,
1014,222668,2028,0.030900225967316147,0.5,0.75,,,,,,,,,
1015,222958,2030,0.020816629343056926,1.0,1.0,,,,,,,,,
1016,223200,2032,0.03652065088855427,0.0,0.5,,,,,,,,,
1017,223442,2034,0.033781641003889036,0.5,0.75,0.03941406449898082,0.5,0.8,,,,,,
1018,223700,2036,0.02074748442865982,1.0,1.0,,,,,,,,,
1019,223974,2038,0.01810146558756969,1.0,1.0,,,,,,,,,
1020,224248,2040,0.0194255740729429,1.0,1.0,,,,,,,,,
1021,224346,2042,0.034376415959837155,1.0,1.0,,,,,,,,,
1022,224604,2044,0.018137895399159873,1.0,1.0,,,,,,,,,
1023,224750,2046,0.02474440005687433,1.0,1.0,,,,,,,,,
1024,225008,2048,0.02489936905074984,0.5,0.75,,,,,,,,,
1025,225234,2050,0.03947884926557744,0.0,0.5,0.02781200541739213,0.0,0.6,,,,,,
1026,225380,2052,0.03113513150186565,0.5,0.8333333333333334,,,,,,,,,
1027,226390,2054,0.019895618356039348,0.5,0.75,,,,,,,,,
1028,226616,2056,0.02764966957270214,0.5,0.8,,,,,,,,,
1029,226874,2058,0.019418447295922334,1.0,1.0,,,,,,,,,
1030,227100,2060,0.02472250259651836,0.5,0.8,,,,,,,,,
1031,227214,2062,0.023378206529933193,1.0,1.0,,,,,,,,,
1032,227344,2064,0.026027339533673626,1.0,1.0,,,,,,,,,
1033,227570,2066,0.022179235198012424,1.0,1.0,0.024268430937306528,1.0,1.0,,,,,,
1034,227812,2068,0.025158525659625567,0.5,0.8333333333333334,,,,,,,,,
1035,228022,2070,0.02569907216442324,1.0,1.0,,,,,,,,,
1036,228136,2072,0.028086956371264803,1.0,1.0,,,,,,,,,
1037,228378,2074,0.02439514945471168,0.5,0.8,,,,,,,,,
1038,228636,2076,0.02124953870087694,1.0,1.0,,,,,,,,,
1039,228878,2078,0.035779083231371106,0.5,0.8333333333333334,,,,,,,,,
1040,229136,2080,0.0331112282597617,0.5,0.8333333333333334,,,,,,,,,
1041,229426,2082,0.02238534580233022,1.0,1.0,0.018266068352607433,1.0,1.0,,,,,,
1042,229556,2084,0.02461433098384731,1.0,1.0,,,,,,,,,
1043,230070,2086,0.019811566675203524,1.0,1.0,,,,,,,,,
1044,230296,2088,0.02781232308285813,0.5,0.75,,,,,,,,,
1045,230570,2090,0.02617670697495,0.5,0.8,,,,,,,,,
1046,230812,2092,0.03493768660213891,0.0,0.5,,,,,,,,,
1047,231038,2094,0.02656030307670335,0.5,0.8,,,,,,,,,
1048,231296,2096,0.01800679284491295,1.0,1.0,,,,,,,,,
1049,231554,2098,0.016065535322626518,1.0,1.0,0.023049892028306262,1.0,1.0,,,,,,
1050,231796,2100,0.02050865963040534,0.5,0.8,,,,,,,,,
1051,232038,2102,0.01879035110658606,1.0,1.0,,,,,,,,,
1052,232248,2104,0.03004566451882301,0.5,0.8,,,,,,,,,
1053,232394,2106,0.03623838229210757,0.5,0.8,,,,,,,,,
1054,232652,2108,0.025431555796198567,0.0,0.5,,,,,,,,,
1055,232894,2110,0.016249343822988333,1.0,1.0,,,,0.7045454382896423,0.7242990654205608,0.8908045977011494,0.7426564495530013,0.843986732062871,0.7989690721649485

